IDfile,IDpersona,Classe
2687,97374,1
2688,106284,1
2689,97374,1
268,111125,3
2690,97374,1
2691,97374,1
2692,97374,1
2693,97607,1
2694,97607,1
2695,97607,1
2696,97607,1
2697,97737,1
2698,97737,1
2699,106442,1
269,110116,1
26,114361,3
2700,97737,1
2701,97737,1
2702,97737,1
2703,97793,1
2704,97875,1
2705,97943,1
2706,97943,1
2707,97943,1
2708,97943,1
2709,97943,1
270,111125,3
2710,106442,1
2711,98241,1
2712,98241,1
2713,98241,1
2714,98241,1
2715,98241,1
2716,98241,1
2717,99017,1
2718,99017,1
271,111125,3
2721,106442,1
2728,99288,1
2729,99308,1
272,111785,3
2730,99308,1
2731,99308,1
2732,100572,1
2733,106442,1
2734,99308,1
2735,99308,1
2736,99308,1
2737,99815,1
2738,99815,1
2739,99815,1
273,111785,3
2740,99815,1
2741,99815,1
2742,99815,1
2747,106062,3
2748,106062,3
2749,106062,3
274,111785,3
2750,100820,2
2751,100820,2
2752,100820,2
2753,101020,2
2754,101020,2
2756,101020,2
2757,101020,2
275,111785,3
2761,103148,2
2762,103148,2
2763,103148,2
2764,103148,2
2765,106494,2
2766,106665,1
2767,106494,2
2768,106494,2
2769,106494,2
276,112074,3
2770,106494,2
2771,106494,2
2772,107747,2
2773,107747,2
2774,107747,2
2775,107747,2
2776,107747,2
2777,106665,1
2778,112105,2
2779,112105,2
277,112074,3
2780,112105,2
2781,112105,2
2782,112105,2
2783,112105,2
2784,112105,2
2785,100820,2
2786,100820,2
2787,100820,2
2788,106665,1
2789,100820,2
278,112074,3
2790,100820,2
2791,100820,2
2792,101020,2
2793,101020,2
2794,101020,2
2795,101020,2
2796,101020,2
2797,101020,2
2798,101020,2
2799,106665,1
279,112074,3
27,114094,3
2800,101020,2
2804,103148,2
2805,103148,2
2806,103148,2
2807,103148,2
2808,106494,2
2809,106494,2
280,111077,1
2810,106665,1
2811,106494,2
2812,106494,2
2813,106494,2
2814,107747,2
2815,107747,2
2816,107747,2
2817,107747,2
2818,107747,2
2819,107747,2
281,112074,3
2820,112027,2
2821,106665,1
2822,112027,2
2823,112105,2
2824,112105,2
2825,112105,2
2826,112105,2
2827,112105,2
2828,112105,2
2829,112105,2
282,112649,3
2830,112105,2
2831,112105,2
2832,106665,1
2833,112105,2
2834,112105,2
2835,88670,2
2836,88670,2
2837,88670,2
2838,88670,2
2839,88670,2
283,112649,3
2840,88670,2
2841,88670,2
2842,90284,2
2843,100572,1
2844,106720,1
2845,90284,2
2846,90284,2
2847,90284,2
2848,90284,2
2849,90284,2
284,112649,3
2850,90284,2
2851,90284,2
2852,92897,2
2853,92897,2
2854,93825,2
2855,106720,1
2856,93825,2
2857,93825,2
2858,97609,2
2859,97609,2
285,112649,3
2860,97609,2
2861,97609,2
2862,97609,2
2863,97609,2
2864,100416,2
2865,100416,2
2866,106720,1
2867,100416,2
2868,100416,2
2869,100820,2
286,112649,3
2870,100820,2
2871,100820,2
2872,100820,2
2873,100820,2
2874,100820,2
2875,101020,2
2876,101020,2
2877,106720,1
2878,101020,2
2879,101020,2
287,112746,3
2880,101020,2
2881,101020,2
2888,106720,1
2889,103148,2
288,112746,3
2890,103148,2
2891,103148,2
2892,103148,2
2893,105653,2
2894,105653,2
2895,106494,2
2896,106494,2
2897,106494,2
2898,106494,2
2899,106720,1
289,112746,3
28,114094,3
2900,106494,2
2901,106494,2
2902,106494,2
2903,107747,2
2904,107747,2
2905,107747,2
2906,107747,2
2907,108479,2
2908,108479,2
2909,112105,2
290,112746,3
2910,106720,1
2911,112105,2
2912,112105,2
2913,112105,2
2914,112105,2
2915,112105,2
2916,88670,2
2917,88670,2
2918,88670,2
2919,88670,2
291,111077,1
2920,88670,2
2921,106914,1
2922,90284,2
2923,90284,2
2924,90284,2
2925,90284,2
2926,90284,2
2927,90284,2
2928,90284,2
2929,90284,2
292,112746,3
2930,90284,2
2931,90284,2
2932,106914,1
2933,90284,2
2934,92897,2
2935,92897,2
2936,93329,2
2937,93329,2
2938,93329,2
2939,93329,2
293,112847,3
2940,93329,2
2941,93825,2
2942,93825,2
2943,106914,1
2944,93825,2
2945,93825,2
2949,95142,2
294,112847,3
2950,95142,2
2951,95142,2
2952,95142,2
2953,95142,2
2954,101016,1
2955,106914,1
2956,95142,2
2957,95142,2
2958,95142,2
2959,95142,2
295,112847,3
2960,96587,2
2961,96587,2
2962,96587,2
2963,96587,2
2964,97609,2
2965,97609,2
2967,97609,2
2968,97609,2
2969,98889,2
296,112847,3
2970,98889,2
2971,98889,2
2972,98889,2
2973,98889,2
2974,98889,2
297,112847,3
2980,106062,3
2981,106062,3
2982,106062,3
2983,106062,3
2984,107495,3
2985,107495,3
2986,107495,3
2987,107495,3
2989,107495,3
298,113274,3
2990,107495,3
2991,107495,3
2992,107429,3
2993,107429,3
2994,107429,3
2995,107429,3
2996,107429,3
2997,107429,3
2998,107505,3
299,113274,3
29,114094,3
2,101016,1
3000,107505,3
3001,107505,3
3002,107505,3
3003,107505,3
3004,107505,3
3005,107505,3
3006,107743,3
3007,107743,3
3008,107743,3
3009,107743,3
300,113274,3
3011,108858,3
3012,108858,3
3013,108858,3
3014,108858,3
3015,108858,3
3019,109471,3
301,113274,3
3020,109471,3
3022,109471,3
3023,109471,3
3024,109769,3
3025,109769,3
3026,109769,3
3027,109769,3
302,111077,1
3035,110518,3
3036,110518,3
3037,110537,3
3038,110537,3
3039,110993,3
303,113741,3
3040,110993,3
3041,110993,3
3042,110993,3
3044,111075,3
3045,111075,3
3046,111075,3
3047,111075,3
3048,111075,3
3049,111075,3
304,113741,3
3050,111125,3
3051,111125,3
3052,111125,3
3053,111125,3
3055,111785,3
3056,111785,3
3057,111785,3
3058,111785,3
3059,112074,3
305,113741,3
3060,112074,3
3061,112074,3
3062,112074,3
3063,112649,3
3064,112649,3
306,114040,3
307,114040,3
308,114040,3
309,114361,3
30,114094,3
310,114361,3
311,114361,3
312,114094,3
313,111366,1
314,114094,3
315,114094,3
316,114094,3
317,101029,3
318,101029,3
31,101017,3
323,101305,3
324,111366,1
325,101305,3
326,101305,3
327,101305,3
328,101724,3
329,101724,3
32,101017,3
335,101016,1
336,111366,1
338,103046,3
339,103046,3
33,101017,3
340,103046,3
341,103257,3
342,103257,3
343,103257,3
344,103257,3
345,103257,3
346,103257,3
347,111366,1
34,101017,3
355,103582,3
356,103582,3
357,103582,3
358,111532,1
359,103582,3
35,101017,3
360,103582,3
361,103582,3
362,103670,3
363,103670,3
364,103670,3
365,103671,3
366,103671,3
367,103671,3
368,103671,3
369,111532,1
370,103731,3
371,103731,3
372,103731,3
373,103731,3
374,103731,3
375,103731,3
376,103731,3
377,103731,3
378,103731,3
379,103731,3
37,101029,3
380,111532,1
38,101029,3
391,112002,1
39,101029,3
402,112002,1
403,104684,3
404,104684,3
405,104684,3
406,104684,3
407,104684,3
408,104684,3
409,104684,3
40,101029,3
410,104684,3
411,104684,3
413,112002,1
418,105187,3
419,105187,3
420,105187,3
421,105187,3
422,105475,3
423,105475,3
424,112002,1
425,105538,3
426,105538,3
427,105538,3
428,105638,3
429,105638,3
42,106062,3
430,105638,3
431,97416,3
432,97416,3
433,97416,3
434,97416,3
435,112062,1
436,97416,3
437,97416,3
438,97416,3
439,97416,3
43,106062,3
440,97416,3
441,97461,3
442,97461,3
443,97461,3
444,97461,3
445,97461,3
446,101016,1
447,112062,1
448,97461,3
449,97461,3
44,106062,3
450,97461,3
451,97461,3
456,97599,3
457,97599,3
458,112062,1
459,97890,3
45,106062,3
460,97890,3
461,97890,3
462,97890,3
463,98472,3
464,98472,3
465,98472,3
466,98472,3
467,98472,3
468,98472,3
469,112252,1
46,106062,3
470,98472,3
471,98652,3
472,98652,3
473,98652,3
474,98871,3
475,98871,3
476,98871,3
477,98871,3
478,98871,3
479,98871,3
480,112252,1
481,98874,3
482,98874,3
483,98874,3
484,98874,3
485,98874,3
486,98992,3
487,98992,3
488,98992,3
489,98992,3
48,106062,3
490,98992,3
491,112552,1
492,98992,3
493,98992,3
494,98995,3
495,98995,3
496,98995,3
497,98995,3
498,98995,3
499,99223,3
49,106062,3
4,112649,3
500,99223,3
501,99223,3
502,112552,1
503,99223,3
504,99223,3
505,99223,3
506,99223,3
507,99223,3
508,99223,3
509,101017,3
50,107495,3
510,101017,3
511,101017,3
512,101017,3
513,112552,1
514,101017,3
515,101017,3
516,101029,3
517,101029,3
518,101029,3
519,101029,3
51,107495,3
520,101029,3
521,101029,3
524,112552,1
527,101305,3
528,101305,3
529,101305,3
52,107495,3
530,101305,3
531,101305,3
532,101305,3
533,101305,3
534,101305,3
535,112552,1
536,101724,3
537,101724,3
538,101724,3
53,107495,3
543,102669,3
544,102669,3
545,103046,3
546,112552,1
547,103046,3
548,103046,3
549,103046,3
54,107495,3
550,103257,3
551,103257,3
552,103257,3
553,103257,3
554,103257,3
557,101016,1
558,112552,1
55,107429,3
565,103582,3
566,103582,3
567,103582,3
568,103582,3
569,112648,1
56,107429,3
570,103582,3
571,103670,3
572,103670,3
573,103670,3
574,103670,3
575,103671,3
576,103671,3
577,103671,3
578,103671,3
579,103671,3
57,107429,3
580,112648,1
581,103671,3
582,103731,3
583,103731,3
584,103731,3
585,103731,3
586,103731,3
587,103731,3
588,103731,3
591,112648,1
59,107429,3
5,112649,3
608,104684,3
609,104684,3
60,107429,3
610,104684,3
611,104684,3
612,104684,3
614,104684,3
615,104684,3
61,107429,3
621,105187,3
622,105187,3
623,105187,3
625,105187,3
626,105187,3
627,105187,3
628,105475,3
629,105475,3
62,107429,3
630,105475,3
631,105538,3
632,105538,3
633,105638,3
634,105638,3
636,105638,3
637,105638,3
638,105638,3
639,97416,3
63,107505,3
640,97416,3
641,97416,3
642,97416,3
643,97416,3
644,97416,3
645,97416,3
647,97416,3
648,97461,3
649,97461,3
64,107505,3
650,97461,3
651,97461,3
652,97461,3
653,97461,3
654,97461,3
655,97461,3
65,107505,3
662,97599,3
663,97599,3
664,97890,3
665,97890,3
666,97890,3
667,97890,3
668,101127,1
669,113554,1
66,107505,3
670,98472,3
671,98472,3
672,98472,3
673,98472,3
674,98472,3
675,98652,3
676,98652,3
677,98652,3
678,98652,3
679,98871,3
67,107505,3
680,113554,1
681,98871,3
682,98871,3
683,98871,3
684,98871,3
685,98871,3
686,98871,3
687,98874,3
688,98874,3
689,98874,3
68,107743,3
690,98874,3
691,113554,1
692,98874,3
693,98992,3
694,98992,3
695,98992,3
696,98992,3
697,98992,3
698,98992,3
699,98992,3
6,112649,3
700,98995,3
701,98995,3
702,113805,1
703,98995,3
704,98995,3
705,98995,3
706,98995,3
707,99223,3
708,99223,3
709,99223,3
70,107743,3
710,99223,3
711,99223,3
712,99223,3
713,114018,1
714,101017,3
715,101017,3
716,101017,3
717,101017,3
718,101029,3
719,101029,3
71,107743,3
720,101029,3
721,101029,3
722,101029,3
723,101029,3
724,114018,1
725,101029,3
72,107743,3
730,101305,3
731,101305,3
732,101305,3
733,101305,3
734,101724,3
735,114018,1
736,101724,3
737,101724,3
738,101724,3
739,101724,3
73,107743,3
740,101724,3
746,114018,1
749,102669,3
74,107743,3
750,103046,3
751,103046,3
752,103046,3
753,103046,3
754,103257,3
755,103257,3
756,103257,3
757,114018,1
758,103257,3
759,103257,3
75,108858,3
760,103257,3
761,103257,3
768,114359,1
76,108858,3
771,103582,3
772,103582,3
773,103582,3
774,103582,3
775,103582,3
776,103582,3
777,103582,3
778,103582,3
779,101127,1
77,108858,3
780,114359,1
781,103670,3
782,103670,3
783,103670,3
784,103670,3
785,103671,3
786,103671,3
787,103671,3
788,103671,3
789,103671,3
78,108858,3
790,103731,3
791,114359,1
792,103731,3
793,103731,3
794,103731,3
795,103731,3
79,108858,3
7,112746,3
802,114359,1
813,114359,1
818,104684,3
819,104684,3
820,104684,3
821,104684,3
822,104684,3
823,104684,3
824,114359,1
825,104684,3
833,105187,3
834,105187,3
835,97607,1
836,105187,3
837,105187,3
838,105187,3
839,105187,3
840,105475,3
841,105475,3
842,105475,3
843,105475,3
844,105475,3
845,105538,3
846,97607,1
847,105538,3
848,105638,3
849,105638,3
850,105638,3
851,105638,3
852,105638,3
853,97416,3
854,97416,3
855,97416,3
856,97416,3
857,97607,1
858,97416,3
859,97416,3
860,97416,3
861,97461,3
862,97461,3
863,97461,3
864,97461,3
865,97461,3
866,97461,3
867,97461,3
868,97607,1
869,97461,3
875,97599,3
876,97599,3
877,97599,3
878,97890,3
879,97607,1
880,97890,3
881,97890,3
882,97890,3
883,97890,3
884,97890,3
885,98472,3
886,98472,3
887,98472,3
888,98472,3
889,98472,3
88,109471,3
890,101127,1
891,97737,1
892,98472,3
893,98652,3
894,98652,3
895,98652,3
896,98652,3
897,98652,3
898,98871,3
899,98871,3
89,109471,3
8,112746,3
900,98871,3
901,98871,3
902,97737,1
903,98871,3
904,98871,3
905,98871,3
906,98874,3
907,98874,3
908,98874,3
909,98874,3
90,109471,3
910,98874,3
911,98874,3
912,98992,3
913,97737,1
914,98992,3
915,98992,3
916,98992,3
917,98992,3
918,98992,3
919,98992,3
920,98992,3
921,98992,3
922,98992,3
923,98992,3
924,97737,1
925,98995,3
926,98995,3
927,98995,3
928,98995,3
929,98995,3
92,109471,3
930,99223,3
931,99223,3
932,99223,3
933,99223,3
934,99223,3
935,97875,1
936,99223,3
93,109471,3
945,MR048297,2
946,97875,1
947,MR048297,2
948,MR048297,2
949,MR048297,2
94,109471,3
950,MR048294B,2
951,MR048621B,2
952,MR048621B,2
953,MR048621B,2
954,MR048621B,2
955,MR048621B,2
956,MR048621B,2
957,97875,1
958,MR048621B,2
959,MR048621B,2
95,109769,3
968,97943,1
96,109769,3
978,MR049104,2
979,97943,1
97,109769,3
980,MR049104,2
981,MR049142,2
982,MR049142,2
983,MR049142,2
984,MR049142,2
985,MR048994B,2
986,MR048994B,2
987,MR048994B,2
988,MR048994B,2
989,MR048994B,2
98,109769,3
990,97943,1
991,MR048994B,2
992,MR048994B,2
993,MR048994B,2
994,MR048944B,2
995,MR048944B,2
996,MR048944B,2
997,MR048944B,2
998,MR048944B,2
999,MR048944B,2
99,109769,3
9,112746,3
